"","GeneID","Cluster","ComparisonGroup"
"2433","LOC4348825","cluster1","Group1"
"2434","LOC9270112","cluster1","Group1"
"2435","LOC107277030","cluster1","Group1"
"2436","LOC4351210","cluster1","Group1"
"2437","LOC9266337","cluster1","Group1"
"2438","LOC4348434","cluster1","Group1"
"2439","LOC107276721","cluster1","Group1"
"2440","LOC4349342","cluster1","Group1"
"2441","LOC107275733","cluster1","Group1"
"2442","LOC107276243","cluster1","Group1"
"2443","LOC4349573","cluster1","Group1"
"2444","LOC112936637","cluster1","Group1"
"2445","LOC107278021","cluster1","Group1"
"2446","LOC4341735","cluster1","Group1"
"2447","LOC107282066","cluster1","Group1"
"2448","LOC9266319","cluster1","Group1"
"2449","LOC9268563","cluster1","Group1"
"2450","LOC9270524","cluster1","Group1"
"2451","LOC4329031","cluster1","Group1"
"2452","LOC107276851","cluster1","Group1"
"2453","LOC4327487","cluster1","Group1"
"2454","LOC9271793","cluster1","Group1"
"2455","LOC4349697","cluster1","Group1"
"2456","LOC107280908","cluster1","Group1"
"2457","LOC4347936","cluster1","Group1"
"2458","LOC107278166","cluster1","Group1"
"2459","LOC112938248","cluster1","Group1"
"2460","LOC4350116","cluster1","Group1"
"2461","LOC4326526","cluster1","Group1"
"2462","LOC4350112","cluster1","Group1"
"2463","LOC107276870","cluster1","Group1"
"2464","LOC4345833","cluster1","Group1"
"2465","LOC107277758","cluster1","Group1"
"2466","LOC9267026","cluster1","Group1"
"2467","LOC4333634","cluster1","Group1"
"2468","LOC4350184","cluster1","Group1"
"2469","LOC4333407","cluster1","Group1"
"2470","LOC4350110","cluster1","Group1"
"2471","LOC4345023","cluster1","Group1"
"2472","LOC4329978","cluster1","Group1"
"2473","LOC9266868","cluster1","Group1"
"2474","LOC107279827","cluster1","Group1"
"2475","LOC4352257","cluster1","Group1"
"2476","LOC4344840","cluster1","Group1"
"2477","LOC4328360","cluster1","Group1"
"2478","LOC4346849","cluster1","Group1"
"2479","LOC4326605","cluster1","Group1"
"2480","LOC9266870","cluster1","Group1"
"2481","LOC4348460","cluster1","Group1"
"2482","LOC4337669","cluster1","Group1"
"2483","LOC4344768","cluster1","Group1"
"2484","LOC107280089","cluster1","Group1"
"2485","LOC9269531","cluster1","Group1"
"2486","LOC4348303","cluster1","Group1"
"2487","LOC107276654","cluster1","Group1"
"2488","LOC4334521","cluster1","Group1"
"2489","LOC4328882","cluster1","Group1"
"2490","LOC112939350","cluster1","Group1"
"2491","LOC107277915","cluster1","Group1"
"2492","LOC107280190","cluster1","Group1"
"2493","LOC107276755","cluster1","Group1"
"2494","LOC107276529","cluster1","Group1"
"2495","LOC107276898","cluster1","Group1"
"2496","LOC107276070","cluster1","Group1"
"2497","LOC9270990","cluster1","Group1"
"2498","LOC4325414","cluster1","Group1"
"2499","LOC107279232","cluster1","Group1"
"2500","LOC107281443","cluster1","Group1"
"2501","LOC9270332","cluster1","Group1"
"2502","LOC9271951","cluster1","Group1"
"2503","LOC4352745","cluster1","Group1"
"2504","LOC4329609","cluster1","Group1"
"2505","LOC4339480","cluster1","Group1"
"2506","LOC4342477","cluster1","Group1"
"2507","LOC4332782","cluster1","Group1"
"2508","LOC9269469","cluster1","Group1"
"2509","LOC4341694","cluster1","Group1"
"2510","LOC4324982","cluster1","Group1"
"2511","LOC4330832","cluster1","Group1"
"2512","LOC9272330","cluster1","Group1"
"2513","LOC4329486","cluster1","Group1"
"2514","LOC4347211","cluster1","Group1"
"2515","LOC4351744","cluster1","Group1"
"2516","LOC4325452","cluster1","Group1"
"2517","LOC4341457","cluster1","Group1"
"2518","LOC107277065","cluster1","Group1"
"2519","LOC9267329","cluster1","Group1"
"2520","LOC4332910","cluster1","Group1"
"2521","LOC4346790","cluster1","Group1"
"2522","LOC107280759","cluster1","Group1"
"2523","LOC107277321","cluster1","Group1"
"2524","LOC112937464","cluster1","Group1"
"2525","LOC4328756","cluster1","Group1"
"2526","LOC107276428","cluster1","Group1"
"2527","LOC9268931","cluster1","Group1"
"2528","LOC112936343","cluster1","Group1"
"2529","LOC4350635","cluster1","Group1"
"2530","LOC107276997","cluster1","Group1"
"2531","LOC4347106","cluster1","Group1"
"2532","LOC107280680","cluster1","Group1"
"2533","LOC4329047","cluster1","Group1"
"2534","LOC112936876","cluster1","Group1"
"2535","LOC107281498","cluster1","Group1"
"2536","LOC4325415","cluster1","Group1"
"2537","LOC4326410","cluster1","Group1"
"2538","LOC9269730","cluster1","Group1"
"2539","LOC107278434","cluster1","Group1"
"2540","LOC4341267","cluster1","Group1"
"2541","LOC4325570","cluster1","Group1"
"2542","LOC4328906","cluster1","Group1"
"2543","LOC9272333","cluster1","Group1"
"2544","LOC112936686","cluster1","Group1"
"2545","LOC9271264","cluster1","Group1"
"2546","LOC4344885","cluster1","Group1"
"2547","LOC4346107","cluster1","Group1"
"2548","LOC107281158","cluster1","Group1"
"2549","LOC9266360","cluster1","Group1"
"2550","LOC4335731","cluster1","Group1"
"2551","LOC4351145","cluster1","Group1"
"2552","LOC4327842","cluster1","Group1"
"2553","LOC4338219","cluster1","Group1"
"2554","LOC107278693","cluster1","Group1"
"2555","LOC9271549","cluster1","Group1"
"2556","LOC4351108","cluster1","Group1"
"2557","LOC4343091","cluster1","Group1"
"2558","LOC4350109","cluster1","Group1"
"2559","LOC4324792","cluster1","Group1"
"2560","LOC4346676","cluster1","Group1"
"2561","LOC4344914","cluster1","Group1"
"2562","LOC4341419","cluster1","Group1"
"2563","LOC9272464","cluster1","Group1"
"2564","LOC4346259","cluster1","Group1"
"2565","LOC4335423","cluster1","Group1"
"2566","LOC4343452","cluster1","Group1"
"2567","LOC107276752","cluster1","Group1"
"2568","LOC4331257","cluster1","Group1"
"2569","LOC9267061","cluster1","Group1"
"2570","LOC4327906","cluster1","Group1"
"2571","LOC107277962","cluster1","Group1"
"2572","LOC107276252","cluster1","Group1"
"2573","LOC9267365","cluster1","Group1"
"2574","LOC107280911","cluster1","Group1"
"2575","LOC112936636","cluster1","Group1"
"2576","LOC4335049","cluster1","Group1"
"2577","LOC4330110","cluster1","Group1"
"2578","LOC4324779","cluster1","Group1"
"2579","LOC4326929","cluster1","Group1"
"2580","LOC112939571","cluster1","Group1"
"2581","LOC107278590","cluster1","Group1"
"2582","LOC107277715","cluster1","Group1"
"2583","LOC4332928","cluster1","Group1"
"2584","LOC4343468","cluster1","Group1"
"2585","LOC4340077","cluster1","Group1"
"2586","LOC4341413","cluster1","Group1"
"2587","LOC9271927","cluster1","Group1"
"2588","LOC4340799","cluster1","Group1"
"2589","LOC107278252","cluster1","Group1"
"2590","LOC107276824","cluster1","Group1"
"2591","LOC4344451","cluster1","Group1"
"2592","LOC112936059","cluster1","Group1"
"2593","LOC107277760","cluster1","Group1"
"2594","LOC4352165","cluster1","Group1"
"2595","LOC107277721","cluster1","Group1"
"2596","LOC9266987","cluster1","Group1"
"2597","LOC107279453","cluster1","Group1"
"2598","LOC107276283","cluster1","Group1"
"2599","LOC4325343","cluster1","Group1"
"2600","LOC107278525","cluster1","Group1"
"2601","LOC4341088","cluster1","Group1"
"2602","LOC107276515","cluster1","Group1"
"2603","LOC4351109","cluster1","Group1"
"2604","LOC107275675","cluster1","Group1"
"2605","LOC9266695","cluster1","Group1"
"2606","LOC4337035","cluster1","Group1"
"2607","LOC4336142","cluster1","Group1"
"2608","LOC107281359","cluster1","Group1"
"2609","LOC107280466","cluster1","Group1"
"2610","LOC107278730","cluster1","Group1"
"2611","LOC107277603","cluster1","Group1"
"2612","LOC107280539","cluster1","Group1"
"2613","LOC4350668","cluster1","Group1"
"2614","LOC9272252","cluster1","Group1"
"2615","LOC4329861","cluster1","Group1"
"2616","LOC107277573","cluster1","Group1"
"2617","LOC4332482","cluster1","Group1"
"2618","LOC107276526","cluster1","Group1"
"2619","LOC4339131","cluster1","Group1"
"2620","LOC4325657","cluster1","Group1"
"2621","LOC4324803","cluster1","Group1"
"2622","LOC107276927","cluster1","Group1"
"2623","LOC4341098","cluster1","Group1"
"2624","LOC4330972","cluster1","Group1"
"2625","LOC4346321","cluster1","Group1"
"2626","LOC9267809","cluster1","Group1"
"2627","LOC107277328","cluster1","Group1"
"2628","LOC4329748","cluster1","Group1"
"2629","LOC107281881","cluster1","Group1"
"2630","LOC4349813","cluster1","Group1"
"2631","LOC4324015","cluster1","Group1"
"2632","LOC4337194","cluster1","Group1"
"2633","LOC4345690","cluster1","Group1"
"2634","LOC9271401","cluster1","Group1"
"2635","LOC9267667","cluster1","Group1"
"2636","LOC107276086","cluster1","Group1"
"2637","LOC9270584","cluster1","Group1"
"2638","LOC4334401","cluster1","Group1"
"2639","LOC4338724","cluster1","Group1"
"2640","LOC107278462","cluster1","Group1"
"2641","LOC107276110","cluster1","Group1"
"2642","LOC4336334","cluster1","Group1"
"2643","LOC4332174","cluster1","Group1"
"2644","LOC4344047","cluster1","Group1"
"2645","LOC4324249","cluster1","Group1"
"2646","LOC4349331","cluster1","Group1"
"2647","LOC4341861","cluster1","Group1"
"2648","LOC4344042","cluster1","Group1"
"2649","LOC4340302","cluster1","Group1"
"2650","LOC4336050","cluster1","Group1"
"2651","LOC4338423","cluster1","Group1"
"2652","LOC4338890","cluster1","Group1"
"2653","LOC4330843","cluster1","Group1"
"2654","LOC107278278","cluster1","Group1"
"2655","LOC107277649","cluster1","Group1"
"2656","LOC4346827","cluster1","Group1"
"2657","LOC4352800","cluster1","Group1"
"2658","LOC4326916","cluster1","Group1"
"2659","LOC4344759","cluster1","Group1"
"2660","LOC107278654","cluster1","Group1"
"2661","LOC4326945","cluster1","Group1"
"2662","LOC4352786","cluster1","Group1"
"2663","LOC4339674","cluster1","Group1"
"2664","LOC4334862","cluster1","Group1"
"2665","LOC9268348","cluster1","Group1"
"2666","LOC4339959","cluster1","Group1"
"2667","LOC4342403","cluster1","Group1"
"2668","LOC4339199","cluster1","Group1"
"2669","LOC107276609","cluster1","Group1"
"2670","LOC4339376","cluster1","Group1"
"2671","LOC4340767","cluster1","Group1"
"2672","LOC112936374","cluster1","Group1"
"2673","LOC107276103","cluster1","Group1"
"2674","LOC4335774","cluster1","Group1"
"2675","LOC107277280","cluster1","Group1"
"2676","LOC107277898","cluster1","Group1"
"2677","LOC9272279","cluster1","Group1"
"2678","LOC9266691","cluster1","Group1"
"2679","LOC4342259","cluster1","Group1"
"2680","LOC4325290","cluster1","Group1"
"2681","LOC9267695","cluster1","Group1"
"2682","LOC4344916","cluster1","Group1"
"2683","LOC9269902","cluster1","Group1"
"2684","LOC4335904","cluster1","Group1"
"2685","LOC4328277","cluster1","Group1"
"2686","LOC9270523","cluster1","Group1"
"2687","LOC4352584","cluster1","Group1"
"2688","LOC9266310","cluster1","Group1"
"2689","LOC112939281","cluster1","Group1"
"2690","LOC4330177","cluster1","Group1"
"2691","LOC4331378","cluster1","Group1"
"2692","LOC4351279","cluster1","Group1"
"2693","LOC9270453","cluster1","Group1"
"2694","LOC4344052","cluster1","Group1"
"2695","LOC4340620","cluster1","Group1"
"2696","LOC4341132","cluster1","Group1"
"2697","LOC4346889","cluster1","Group1"
"2698","LOC4323890","cluster1","Group1"
"2699","LOC4334069","cluster1","Group1"
"2700","LOC4347586","cluster1","Group1"
"2701","LOC4343049","cluster1","Group1"
"2702","LOC4344342","cluster1","Group1"
"2703","LOC4335457","cluster1","Group1"
"2704","LOC4351890","cluster1","Group1"
"2705","LOC4348217","cluster1","Group1"
"2706","LOC4337093","cluster1","Group1"
"2707","LOC4351277","cluster1","Group1"
"2708","LOC9272212","cluster1","Group1"
"2709","LOC4337647","cluster1","Group1"
"2710","LOC9267664","cluster1","Group1"
"2711","LOC9272722","cluster1","Group1"
"2712","LOC107278883","cluster1","Group1"
"2713","LOC4338922","cluster1","Group1"
"2714","LOC9272354","cluster1","Group1"
"2715","LOC4340793","cluster1","Group1"
"2716","LOC4336929","cluster1","Group1"
"2717","LOC4335580","cluster1","Group1"
"2718","LOC107279826","cluster1","Group1"
"2719","LOC107277279","cluster1","Group1"
"2720","LOC4333521","cluster1","Group1"
"2721","LOC4348779","cluster1","Group1"
"2722","LOC4351105","cluster1","Group1"
"2723","LOC4340363","cluster1","Group1"
"2724","LOC4351144","cluster1","Group1"
"2725","LOC4338445","cluster1","Group1"
"2726","LOC9270570","cluster1","Group1"
"2727","LOC4342699","cluster1","Group1"
"2728","LOC4338096","cluster1","Group1"
"2729","LOC4332578","cluster1","Group1"
"2730","LOC4340531","cluster1","Group1"
"2731","LOC4336810","cluster1","Group1"
"2732","LOC4324486","cluster1","Group1"
"2733","LOC4335022","cluster1","Group1"
"2734","LOC112936444","cluster1","Group1"
"2735","LOC9269383","cluster1","Group1"
"2736","LOC4345562","cluster1","Group1"
"2737","LOC4332023","cluster1","Group1"
"2738","LOC4352722","cluster1","Group1"
"2739","LOC4326208","cluster1","Group1"
"2740","LOC9270697","cluster1","Group1"
"2741","LOC4333748","cluster1","Group1"
"2742","LOC4325311","cluster1","Group1"
"2743","LOC107277397","cluster1","Group1"
"2744","LOC4329287","cluster1","Group1"
"2745","LOC4349724","cluster1","Group1"
"2746","LOC112936559","cluster1","Group1"
"2747","LOC107281029","cluster1","Group1"
"2748","LOC4342060","cluster1","Group1"
"2749","LOC4340517","cluster1","Group1"
"2750","LOC107281980","cluster1","Group1"
"2751","LOC9271191","cluster1","Group1"
"2752","LOC4336276","cluster1","Group1"
"2753","LOC4336383","cluster1","Group1"
"2754","LOC4332485","cluster1","Group1"
"2755","LOC4331817","cluster1","Group1"
"2756","LOC9271441","cluster1","Group1"
"2757","LOC4334367","cluster1","Group1"
"2758","LOC4333976","cluster1","Group1"
"2759","LOC4325916","cluster1","Group1"
"2760","LOC4332528","cluster1","Group1"
"2761","LOC112939246","cluster1","Group1"
"2762","LOC107276042","cluster1","Group1"
"2763","LOC107276112","cluster1","Group1"
"2764","LOC107277617","cluster1","Group1"
"2765","LOC4352209","cluster1","Group1"
"2766","LOC4338778","cluster1","Group1"
"2767","LOC4345463","cluster1","Group1"
"2768","LOC9266436","cluster1","Group1"
"2769","LOC4346268","cluster1","Group1"
"2770","LOC4347965","cluster1","Group1"
"2771","LOC4340662","cluster1","Group1"
"2772","LOC4336874","cluster1","Group1"
"2773","LOC4343552","cluster1","Group1"
"2774","LOC4337491","cluster1","Group1"
"2775","LOC4349561","cluster1","Group1"
"2776","LOC4336272","cluster1","Group1"
"2777","LOC9269038","cluster1","Group1"
"2778","LOC4326788","cluster1","Group1"
"2779","LOC4351267","cluster1","Group1"
"2780","LOC4332160","cluster1","Group1"
"2781","LOC4350143","cluster1","Group1"
"2782","LOC4331481","cluster1","Group1"
"2783","LOC4337879","cluster1","Group1"
"2784","LOC4351714","cluster1","Group1"
"2785","LOC9269817","cluster1","Group1"
"2786","LOC4340069","cluster1","Group1"
"2787","LOC4346269","cluster1","Group1"
"2788","LOC4327550","cluster1","Group1"
"2789","LOC4349348","cluster1","Group1"
"2790","LOC4347978","cluster1","Group1"
"2791","LOC9266177","cluster1","Group1"
"2792","LOC4324580","cluster1","Group1"
"2793","LOC4324166","cluster1","Group1"
"2794","LOC4350662","cluster1","Group1"
"2795","LOC4329800","cluster1","Group1"
"2796","LOC4335015","cluster1","Group1"
"2797","LOC4328197","cluster1","Group1"
"2798","LOC4345561","cluster1","Group1"
"2799","LOC4326661","cluster1","Group1"
"2800","LOC4324077","cluster1","Group1"
"2801","LOC107278617","cluster1","Group1"
"2802","LOC9268981","cluster1","Group1"
"2803","LOC107275899","cluster1","Group1"
"2804","LOC4352075","cluster1","Group1"
"2805","LOC107278880","cluster1","Group1"
"2806","LOC4326930","cluster1","Group1"
"2807","LOC4343490","cluster1","Group1"
"2808","LOC4343233","cluster1","Group1"
"2809","LOC107277324","cluster1","Group1"
"2810","LOC107279857","cluster1","Group1"
"2811","LOC4325581","cluster1","Group1"
"2812","LOC4339119","cluster1","Group1"
"2813","LOC4341120","cluster1","Group1"
"2814","LOC4344719","cluster1","Group1"
"2815","LOC4348765","cluster1","Group1"
"2816","LOC4331042","cluster1","Group1"
"2817","LOC4327322","cluster1","Group1"
"2818","LOC4339315","cluster1","Group1"
"2819","LOC4328049","cluster1","Group1"
"2820","LOC4327460","cluster1","Group1"
"2821","LOC4341704","cluster1","Group1"
"2822","LOC107277643","cluster1","Group1"
"2823","LOC9268279","cluster1","Group1"
"2824","LOC107278592","cluster1","Group1"
"2825","LOC9267850","cluster1","Group1"
"2826","LOC107276948","cluster1","Group1"
"2827","LOC4325139","cluster1","Group1"
"2828","LOC4326863","cluster1","Group1"
"2829","LOC4331776","cluster1","Group1"
"2830","LOC4339708","cluster1","Group1"
"2831","LOC4344309","cluster1","Group1"
"2832","LOC4337608","cluster1","Group1"
"2833","LOC107276933","cluster1","Group1"
"2834","LOC107276501","cluster1","Group1"
"2835","LOC4351216","cluster1","Group1"
"2836","LOC4338032","cluster1","Group1"
"2837","LOC4350912","cluster1","Group1"
"2838","LOC4327914","cluster1","Group1"
"2839","LOC9271033","cluster1","Group1"
"2840","LOC4344473","cluster1","Group1"
"2841","LOC107278429","cluster1","Group1"
"2842","LOC4346665","cluster1","Group1"
"2843","LOC4342112","cluster1","Group1"
"2844","LOC4347730","cluster1","Group1"
"2845","LOC4324790","cluster1","Group1"
"2846","LOC107277410","cluster1","Group1"
"2847","LOC107275592","cluster1","Group1"
"2848","LOC9269659","cluster1","Group1"
"2849","LOC9272091","cluster1","Group1"
"2850","LOC4350385","cluster1","Group1"
"2851","LOC4336284","cluster1","Group1"
"2852","LOC4327522","cluster1","Group1"
"2853","LOC4332479","cluster1","Group1"
"2854","LOC4333524","cluster1","Group1"
"2855","LOC4334717","cluster1","Group1"
"2856","LOC9270563","cluster1","Group1"
"2857","LOC4325264","cluster1","Group1"
"2858","LOC107281837","cluster1","Group1"
"2859","LOC9271825","cluster1","Group1"
"2860","LOC4341833","cluster1","Group1"
"2861","LOC4332106","cluster1","Group1"
"2862","LOC4331402","cluster1","Group1"
"2863","LOC4334573","cluster1","Group1"
"2864","LOC107275940","cluster1","Group1"
"2865","LOC4347378","cluster1","Group1"
"2866","LOC9269325","cluster1","Group1"
"2867","LOC4339806","cluster1","Group1"
"2868","LOC4337246","cluster1","Group1"
"2869","LOC9271055","cluster1","Group1"
"2870","LOC9270410","cluster1","Group1"
"2871","LOC107275465","cluster1","Group1"
"2872","LOC4332648","cluster1","Group1"
"2873","LOC107276107","cluster1","Group1"
"2874","LOC4351777","cluster1","Group1"
"2875","LOC4328515","cluster1","Group1"
"2876","LOC4326319","cluster1","Group1"
"2877","LOC4329846","cluster1","Group1"
"2878","LOC9271691","cluster1","Group1"
"2879","LOC4334245","cluster1","Group1"
"2880","LOC107275591","cluster1","Group1"
"2881","LOC4334915","cluster1","Group1"
"2882","LOC4350559","cluster1","Group1"
